 &plot nbnd=  50, nks=   121 /
            0.000000  0.000000  0.000000
  -13.759  -13.748  -13.746  -13.742  -13.740  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.722  -13.712  -13.708  -13.692  -13.688  -13.684  -13.682  -13.675  -13.668
   -6.033   -5.699   -5.073   -4.616    0.412    1.468    1.973    2.589    2.924    4.342
    4.418    4.425    4.697    4.908    5.443    5.792    6.105    6.556    6.849    7.146
    8.372   10.251   10.514   10.521   10.692   10.958   11.475   12.027   12.123   12.315
            0.016667  0.000000  0.000000
  -13.759  -13.748  -13.746  -13.742  -13.740  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.722  -13.712  -13.708  -13.692  -13.688  -13.684  -13.682  -13.675  -13.668
   -6.032   -5.698   -5.073   -4.616    0.408    1.466    1.967    2.582    2.924    4.335
    4.420    4.440    4.707    4.910    5.444    5.794    6.106    6.560    6.846    7.147
    8.372   10.239   10.512   10.528   10.694   10.950   11.479   12.020   12.118   12.310
            0.033333  0.000000  0.000000
  -13.759  -13.748  -13.746  -13.742  -13.740  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.722  -13.712  -13.708  -13.692  -13.688  -13.684  -13.682  -13.675  -13.668
   -6.028   -5.695   -5.073   -4.617    0.395    1.460    1.950    2.562    2.925    4.323
    4.425    4.475    4.734    4.914    5.447    5.799    6.107    6.575    6.835    7.149
    8.373   10.203   10.511   10.541   10.696   10.926   11.490   11.997   12.100   12.294
            0.050000  0.000000  0.000000
  -13.759  -13.748  -13.746  -13.741  -13.740  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.722  -13.712  -13.708  -13.692  -13.688  -13.684  -13.682  -13.675  -13.668
   -6.023   -5.690   -5.072   -4.618    0.374    1.450    1.920    2.533    2.925    4.315
    4.433    4.521    4.778    4.921    5.452    5.809    6.110    6.599    6.817    7.153
    8.374   10.149   10.512   10.560   10.696   10.886   11.507   11.960   12.072   12.271
            0.066667  0.000000  0.000000
  -13.759  -13.748  -13.746  -13.741  -13.741  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.721  -13.712  -13.708  -13.692  -13.688  -13.685  -13.682  -13.675  -13.668
   -6.016   -5.683   -5.071   -4.620    0.346    1.436    1.878    2.497    2.924    4.313
    4.445    4.574    4.837    4.932    5.459    5.824    6.113    6.631    6.793    7.156
    8.377   10.078   10.514   10.585   10.689   10.833   11.530   11.909   12.033   12.246
            0.083333  0.000000  0.000000
  -13.759  -13.748  -13.746  -13.741  -13.741  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.721  -13.712  -13.708  -13.692  -13.688  -13.685  -13.682  -13.675  -13.668
   -6.006   -5.675   -5.070   -4.623    0.312    1.419    1.823    2.458    2.922    4.319
    4.459    4.633    4.907    4.945    5.468    5.843    6.117    6.672    6.764    7.159
    8.381    9.996   10.516   10.615   10.670   10.768   11.557   11.846   11.984   12.222
            0.100000  0.000000  0.000000
  -13.759  -13.747  -13.746  -13.741  -13.741  -13.738  -13.734  -13.733  -13.726  -13.723
  -13.722  -13.721  -13.711  -13.708  -13.692  -13.688  -13.685  -13.682  -13.675  -13.668
   -5.994   -5.664   -5.069   -4.626    0.272    1.397    1.756    2.416    2.920    4.333
    4.477    4.697    4.960    4.987    5.479    5.868    6.121    6.720    6.730    7.161
    8.389    9.903   10.519   10.636   10.649   10.692   11.589   11.770   11.926   12.204
            0.116667  0.000000  0.000000
  -13.758  -13.747  -13.746  -13.741  -13.741  -13.738  -13.734  -13.733  -13.726  -13.722
  -13.722  -13.720  -13.711  -13.708  -13.692  -13.687  -13.685  -13.682  -13.674  -13.668
   -5.981   -5.652   -5.068   -4.630    0.227    1.372    1.679    2.372    2.919    4.353
    4.498    4.764    4.979    5.072    5.492    5.899    6.126    6.692    6.775    7.162
    8.401    9.803   10.520   10.587   10.609   10.685   11.624   11.684   11.861   12.195
            0.133333  0.000000  0.000000
  -13.758  -13.747  -13.746  -13.741  -13.741  -13.739  -13.734  -13.733  -13.726  -13.722
  -13.722  -13.720  -13.711  -13.708  -13.692  -13.687  -13.685  -13.682  -13.674  -13.668
   -5.965   -5.638   -5.067   -4.635    0.179    1.345    1.593    2.326    2.921    4.380
    4.522    4.835    5.000    5.160    5.506    5.938    6.131    6.650    6.835    7.160
    8.417    9.696   10.518   10.519   10.522   10.722   11.589   11.661   11.789   12.193
            0.150000  0.000000  0.000000
  -13.758  -13.747  -13.746  -13.741  -13.741  -13.739  -13.734  -13.733  -13.726  -13.722
  -13.722  -13.720  -13.711  -13.708  -13.692  -13.687  -13.685  -13.682  -13.674  -13.668
   -5.948   -5.622   -5.066   -4.640    0.128    1.314    1.499    2.276    2.927    4.412
    4.549    4.907    5.024    5.249    5.521    5.985    6.137    6.606    6.901    7.155
    8.439    9.585   10.425   10.442   10.513   10.758   11.486   11.701   11.712   12.198
            0.166667  0.000000  0.000000
  -13.758  -13.747  -13.746  -13.741  -13.741  -13.739  -13.734  -13.733  -13.726  -13.722
  -13.722  -13.719  -13.711  -13.708  -13.692  -13.687  -13.685  -13.682  -13.674  -13.669
   -5.928   -5.604   -5.065   -4.646    0.076    1.282    1.401    2.222    2.938    4.448
    4.579    4.981    5.050    5.334    5.538    6.042    6.142    6.560    6.970    7.149
    8.467    9.470   10.327   10.349   10.502   10.790   11.376   11.632   11.745   12.203
            0.183333  0.000000  0.000000
  -13.757  -13.747  -13.746  -13.742  -13.741  -13.739  -13.735  -13.733  -13.726  -13.722
  -13.721  -13.719  -13.711  -13.708  -13.692  -13.687  -13.685  -13.682  -13.674  -13.669
   -5.907   -5.585   -5.065   -4.654    0.024    1.249    1.299    2.165    2.954    4.487
    4.612    5.055    5.079    5.415    5.555    6.109    6.147    6.514    7.043    7.140
    8.500    9.353   10.229   10.245   10.483   10.815   11.262   11.550   11.792   12.198
            0.200000  0.000000  0.000000
  -13.757  -13.747  -13.746  -13.742  -13.741  -13.740  -13.735  -13.733  -13.726  -13.722
  -13.721  -13.718  -13.711  -13.708  -13.692  -13.687  -13.686  -13.682  -13.674  -13.669
   -5.884   -5.564   -5.066   -4.662   -0.029    1.195    1.214    2.104    2.976    4.528
    4.648    5.110    5.130    5.490    5.573    6.151    6.187    6.470    7.118    7.128
    8.540    9.234   10.130   10.132   10.455   10.831   11.145   11.468   11.846   12.172
            0.216667  0.000000  0.000000
  -13.757  -13.746  -13.746  -13.742  -13.741  -13.740  -13.735  -13.733  -13.726  -13.722
  -13.720  -13.718  -13.711  -13.708  -13.692  -13.687  -13.686  -13.682  -13.674  -13.669
   -5.860   -5.541   -5.067   -4.671   -0.080    1.090    1.180    2.040    3.003    4.567
    4.686    5.143    5.204    5.558    5.591    6.155    6.275    6.429    7.114    7.193
    8.585    9.116   10.014   10.032   10.417   10.835   11.025   11.386   11.907   12.119
            0.233333  0.000000  0.000000
  -13.757  -13.747  -13.746  -13.742  -13.741  -13.740  -13.735  -13.733  -13.726  -13.722
  -13.720  -13.717  -13.711  -13.708  -13.692  -13.687  -13.686  -13.682  -13.674  -13.669
   -5.834   -5.517   -5.070   -4.682   -0.129    0.985    1.147    1.974    3.036    4.604
    4.726    5.179    5.277    5.609    5.619    6.157    6.371    6.393    7.099    7.269
    8.637    9.000    9.890    9.937   10.367   10.825   10.903   11.307   11.975   12.041
            0.250000  0.000000  0.000000
  -13.756  -13.747  -13.746  -13.742  -13.741  -13.740  -13.735  -13.733  -13.726  -13.722
  -13.719  -13.717  -13.710  -13.708  -13.692  -13.686  -13.686  -13.682  -13.674  -13.669
   -5.806   -5.492   -5.073   -4.694   -0.176    0.880    1.115    1.906    3.073    4.637
    4.770    5.216    5.350    5.626    5.676    6.158    6.365    6.475    7.082    7.343
    8.693    8.888    9.765    9.845   10.307   10.781   10.802   11.231   11.947   12.052
            0.266667  0.000000  0.000000
  -13.756  -13.747  -13.746  -13.742  -13.741  -13.741  -13.735  -13.733  -13.726  -13.723
