    0.000000000    0.282320536    0.282321335
    0.028345892    0.282320639    0.282321344
    0.056691784    0.282320922    0.282321371
    0.085037676    0.282321321    0.282321408
    0.113383567    0.282321743    0.282321448
    0.141729459    0.282322090    0.282321480
    0.170075351    0.282322281    0.282321498
    0.198421243    0.282322272    0.282321497
    0.226767135    0.282322065    0.282321477
    0.255113027    0.282321708    0.282321443
    0.283458919    0.282321284    0.282321403
    0.311804811    0.282320890    0.282321366
    0.340150702    0.282320619    0.282321340
    0.368496594    0.282320533    0.282321332
    0.396842486    0.282320652    0.282321342
    0.425188378    0.282320948    0.282321370
    0.453534270    0.282321353    0.282321407
    0.481880162    0.282321772    0.282321446
    0.510226054    0.282322109    0.282321477
    0.538571945    0.282322284    0.282321493
    0.566917837    0.282322257    0.282321489
    0.595263729    0.282322034    0.282321468
    0.623609621    0.282321667    0.282321432
    0.651955513    0.282321239    0.282321391
    0.680301405    0.282320851    0.282321354
    0.708647297    0.282320592    0.282321329
    0.736993189    0.282320522    0.282321322
    0.765339080    0.282320658    0.282321334
    0.793684972    0.282320967    0.282321362
    0.822030864    0.282321378    0.282321400
    0.850376756    0.282321795    0.282321438
    0.878722648    0.282322122    0.282321467
    0.907068540    0.282322282    0.282321481
    0.935414432    0.282322237    0.282321475
    0.963760323    0.282321997    0.282321451
    0.992106215    0.282321618    0.282321414
    1.020452107    0.282321188    0.282321372
    1.048797999    0.282320804    0.282321335
    1.077143891    0.282320558    0.282321311
    1.105489783    0.282320504    0.282321304
    1.133835675    0.282320656    0.282321318
    1.162181567    0.282320978    0.282321347
    1.190527458    0.282321396    0.282321384
    1.218873350    0.282321811    0.282321421
    1.247219242    0.282322128    0.282321449
    1.275565134    0.282322272    0.282321461
    1.303911026    0.282322208    0.282321452
    1.332256918    0.282321952    0.282321426
    1.360602810    0.282321562    0.282321387
    1.388948701    0.282321127    0.282321344
    1.417294593    0.282320748    0.282321307
    1.445640485    0.282320513    0.282321283
    1.473986377    0.282320476    0.282321278
    1.502332269    0.282320645    0.282321292
    1.530678161    0.282320980    0.282321321
    1.559024053    0.282321405    0.282321359
    1.587369945    0.282321818    0.282321395
    1.615715836    0.282322125    0.282321421
    1.644061728    0.282322252    0.282321430
    1.672407620    0.282322170    0.282321419
    1.700753512    0.282321896    0.282321390
    1.729099404    0.282321493    0.282321348
    1.757445296    0.282321054    0.282321304
    1.785791188    0.282320679    0.282321266
    1.814137079    0.282320456    0.282321242
    1.842482971    0.282320435    0.282321238
    1.870828863    0.282320621    0.282321252
    1.899174755    0.282320970    0.282321282
    1.927520647    0.282321401    0.282321319
    1.955866539    0.282321813    0.282321354
    1.984212431    0.282322109    0.282321378
    2.012558323    0.282322220    0.282321384
    2.040904214    0.282322118    0.282321369
    2.069250106    0.282321826    0.282321337
    2.097595998    0.282321410    0.282321294
    2.125941890    0.282320965    0.282321247
    2.154287782    0.282320593    0.282321208
    2.182633674    0.282320381    0.282321184
    2.210979566    0.282320376    0.282321180
    2.239325457    0.282320578    0.282321194
    2.267671349    0.282320941    0.282321224
    2.296017241    0.282321379    0.282321260
    2.324363133    0.282321789    0.282321293
    2.352709025    0.282322074    0.282321313
    2.381054917    0.282322168    0.282321316
    2.409400809    0.282322045    0.282321297
    2.437746701    0.282321733    0.282321261
    2.466092592    0.282321302    0.282321214
    2.494438484    0.282320851    0.282321165
    2.522784376    0.282320482    0.282321124
    2.551130268    0.282320279    0.282321099
    2.579476160    0.282320290    0.282321094
    2.607822052    0.282320509    0.282321108
    2.636167944    0.282320885    0.282321136
    2.664513836    0.282321329    0.282321170
    2.692859727    0.282321736    0.282321200
    2.721205619    0.282322010    0.282321216
    2.749551511    0.282322085    0.282321214
    2.777897403    0.282321940    0.282321190
    2.806243295    0.282321606    0.282321149
    2.834589187    0.282321158    0.282321097
    2.862935079    0.282320698    0.282321044
    2.891280970    0.282320330    0.282321000
    2.919626862    0.282320137    0.282320972
    2.947972754    0.282320162    0.282320965
    2.976318646    0.282320397    0.282320976
    3.004664538    0.282320786    0.282321002
    3.033010430    0.282321236    0.282321032
    3.061356322    0.282321639    0.282321057
    3.089702214    0.282321900    0.282321068
    3.118048105    0.282321953    0.282321059
    3.146393997    0.282321783    0.282321028
    3.174739889    0.282321426    0.282320979
    3.203085781    0.282320959    0.282320920
    3.231431673    0.282320487    0.282320861
    3.259777565    0.282320118    0.282320811
    3.288123457    0.282319932    0.282320779
    3.316469348    0.282319970    0.282320767
    3.344815240    0.282320219    0.282320774
    3.373161132    0.282320619    0.282320794
    3.401507024    0.282321073    0.282320818
    3.429852916    0.282321471    0.282320836
    3.458198808    0.282321715    0.282320838
    3.486544700    0.282321745    0.282320818
    3.514890592    0.282321546    0.282320777
    3.543236483    0.282321159    0.282320717
    3.571582375    0.282320669    0.282320648
    3.599928267    0.282320182    0.282320578
    3.628274159    0.282319807    0.282320519
