#  E (eV)   dos(E)     Int dos(E) EFermi =    7.818 eV
   0.000  0.3232E+01  0.4857E+02
   0.020  0.3629E+01  0.4863E+02
   0.040  0.4119E+01  0.4871E+02
   0.060  0.4741E+01  0.4880E+02
   0.080  0.5169E+01  0.4890E+02
   0.100  0.5433E+01  0.4901E+02
   0.120  0.5637E+01  0.4912E+02
   0.140  0.5592E+01  0.4923E+02
   0.160  0.5405E+01  0.4934E+02
   0.180  0.5183E+01  0.4945E+02
   0.200  0.4887E+01  0.4955E+02
   0.220  0.4507E+01  0.4964E+02
   0.240  0.4189E+01  0.4973E+02
   0.260  0.4105E+01  0.4981E+02
   0.280  0.4024E+01  0.4989E+02
   0.300  0.3946E+01  0.4997E+02
   0.320  0.3881E+01  0.5005E+02
   0.340  0.3886E+01  0.5013E+02
   0.360  0.3885E+01  0.5020E+02
   0.380  0.3818E+01  0.5028E+02
   0.400  0.3764E+01  0.5036E+02
   0.420  0.3755E+01  0.5043E+02
   0.440  0.3839E+01  0.5051E+02
   0.460  0.3966E+01  0.5059E+02
   0.480  0.4233E+01  0.5067E+02
   0.500  0.4586E+01  0.5076E+02
   0.520  0.5008E+01  0.5085E+02
   0.540  0.5656E+01  0.5096E+02
   0.560  0.5545E+01  0.5107E+02
   0.580  0.5185E+01  0.5118E+02
   0.600  0.5266E+01  0.5128E+02
   0.620  0.5322E+01  0.5139E+02
   0.640  0.5296E+01  0.5150E+02
   0.660  0.5097E+01  0.5160E+02
   0.680  0.4725E+01  0.5170E+02
   0.700  0.4241E+01  0.5179E+02
   0.720  0.3988E+01  0.5187E+02
   0.740  0.3860E+01  0.5195E+02
   0.760  0.3756E+01  0.5202E+02
   0.780  0.3702E+01  0.5210E+02
   0.800  0.3656E+01  0.5217E+02
   0.820  0.3603E+01  0.5225E+02
   0.840  0.3543E+01  0.5232E+02
   0.860  0.3625E+01  0.5239E+02
   0.880  0.3787E+01  0.5246E+02
   0.900  0.4011E+01  0.5254E+02
   0.920  0.4161E+01  0.5262E+02
   0.940  0.4272E+01  0.5271E+02
   0.960  0.4574E+01  0.5279E+02
   0.980  0.5159E+01  0.5289E+02
   1.000  0.5899E+01  0.5300E+02
   1.020  0.6430E+01  0.5313E+02
   1.040  0.6683E+01  0.5326E+02
   1.060  0.6965E+01  0.5339E+02
   1.080  0.7401E+01  0.5354E+02
   1.100  0.7888E+01  0.5369E+02
   1.120  0.7978E+01  0.5385E+02
   1.140  0.6301E+01  0.5400E+02
   1.160  0.5391E+01  0.5412E+02
   1.180  0.4691E+01  0.5422E+02
   1.200  0.4198E+01  0.5431E+02
   1.220  0.3885E+01  0.5439E+02
   1.240  0.3634E+01  0.5446E+02
   1.260  0.3334E+01  0.5453E+02
   1.280  0.3135E+01  0.5460E+02
   1.300  0.2946E+01  0.5466E+02
   1.320  0.2768E+01  0.5472E+02
   1.340  0.2602E+01  0.5477E+02
   1.360  0.2440E+01  0.5482E+02
   1.380  0.2260E+01  0.5487E+02
   1.400  0.2076E+01  0.5491E+02
   1.420  0.1936E+01  0.5495E+02
   1.440  0.1874E+01  0.5499E+02
   1.460  0.1837E+01  0.5503E+02
   1.480  0.1798E+01  0.5506E+02
   1.500  0.1742E+01  0.5510E+02
   1.520  0.1686E+01  0.5513E+02
   1.540  0.1631E+01  0.5516E+02
   1.560  0.1581E+01  0.5520E+02
   1.580  0.1533E+01  0.5523E+02
   1.600  0.1487E+01  0.5526E+02
   1.620  0.1443E+01  0.5529E+02
   1.640  0.1402E+01  0.5532E+02
   1.660  0.1362E+01  0.5534E+02
   1.680  0.1328E+01  0.5537E+02
   1.700  0.1299E+01  0.5540E+02
   1.720  0.1273E+01  0.5542E+02
   1.740  0.1250E+01  0.5545E+02
   1.760  0.1227E+01  0.5547E+02
   1.780  0.1205E+01  0.5550E+02
   1.800  0.1184E+01  0.5552E+02
   1.820  0.1162E+01  0.5554E+02
   1.840  0.1140E+01  0.5557E+02
   1.860  0.1117E+01  0.5559E+02
   1.880  0.1100E+01  0.5561E+02
   1.900  0.1086E+01  0.5563E+02
   1.920  0.1066E+01  0.5566E+02
   1.940  0.1040E+01  0.5568E+02
   1.960  0.1009E+01  0.5570E+02
   1.980  0.9713E+00  0.5572E+02
   2.000  0.9326E+00  0.5574E+02
   2.020  0.8937E+00  0.5575E+02
   2.040  0.8503E+00  0.5577E+02
   2.060  0.8147E+00  0.5579E+02
   2.080  0.7904E+00  0.5580E+02
   2.100  0.7763E+00  0.5582E+02
   2.120  0.7657E+00  0.5583E+02
   2.140  0.7553E+00  0.5585E+02
   2.160  0.7466E+00  0.5587E+02
   2.180  0.7395E+00  0.5588E+02
   2.200  0.6854E+00  0.5589E+02
   2.220  0.6297E+00  0.5591E+02
   2.240  0.5754E+00  0.5592E+02
